OG_INDEX,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,CLUSTER
9216,198606042,1,B0813,BERGEN BANK,BERGEN BANK,,NORWAY,NOR,K64,,,383
9217,198606043,1,B1301,CHRISTIANIA BANK OG KREDITKASSE,CHRISTIANIA BANK OG KREDITKASSE,,NORWAY,NOR,K64,,,490
9218,198606044,1,B5316,DEN NORSKE STATA OLJESELSKAP A/S (STATOIL),DEN NORSKE STATA OLJESELSKAP AS STATOIL,,NORWAY,NOR,D35,,,2071
9219,198606045,1,B2837,H/S FLYINVEST,HS FLYINVEST,,NORWAY,NOR,,,,4320
9220,198606046,1,B5256,SPAREBANKEN ROGALAND,SPAREBANKEN ROGALAND,,NORWAY,NOR,K64,,,3327
9221,198606047,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,PAKISTAN INTERNATIONAL AIRLINES,PIA,PAKISTAN,PAK,H51,,,5287
9222,198606048,1,B0649,BANCO PORTUGUES DO ATLANTICO,BANCO PORTUGUES DO ATLANTICO,,PORTUGAL,PRT,K64,,,10361
9223,198606049,1,B5611,TRANSPORTES AEREOS PORTUGUES,TRANSPORTES AEREOS PORTUGUES,TAP,PORTUGAL,PRT,H51,,,2649
9224,198606050,1,B0217,ALUMINA ESPANOLA SA,ALUMINA ESPANOLA SA,,SPAIN,ESP,C24,,,8934
9225,198606051,1,B0473,AUSTOPISTA CONCESIONARIA ASTUR - LEONESA SA,AUSTOPISTA CONCESIONARIA ASTUR LEONESA SA,,SPAIN,ESP,F43,,,9134
9226,198606052,1,B0470,AUTOPISTAS DE NAVARRA SA,AUTOPISTAS DE NAVARRA SA,,SPAIN,ESP,F42,,,8906
9227,198606053,1,B1507,COMPANIA SEVILLANA DE ELECTRICIDAD SA,COMPANIA SEVILLANA DE ELECTRICIDAD SA,,SPAIN,ESP,D35,,,10620
9228,198606054,1,B1508,COMPANIA TELEFONICA NACIONAL DE ESPANIA,COMPANIA TELEFONICA NACIONAL DE ESPANIA,,SPAIN,ESP,J61,,,10514
9229,198606055,1,B2977,INSTITUTO DE CREDITO OFICIAL,INSTITUTO DE CREDITO OFICIAL,,SPAIN,ESP,K64,,,10490
9230,198606056,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,,SPAIN,ESP,H49,,,10524
9231,198606057,1,B2166,FERMANTA AB,FERMANTA AB,,SWEDEN,SWE,C21,,,2293
9232,198606057,2,B2166,FERMENTA HOLDING COMPANY AB,FERMENTA HOLDING COMPANY AB,,SWEDEN,SWE,C21,,,8620
9233,198606058,1,B2295,FORSTA SPAREBANKEN,FORSTA SPAREBANKEN,,SWEDEN,SWE,,,,3324
9234,198606059,1,B4833,SANDVIK AB,SANDVIK AB,,SWEDEN,SWE,F42,,,2276
9235,198606060,1,B0663,BANGCHAK PETROLEUM CO,BANGCHAK PETROLEUM CO,,THAILAND,THA,D35,,,8011
9236,198606061,1,B0281,ANADOLU EKSPORT,ANADOLU EKSPORT,,TURKEY,TUR,,,,4593
9237,198606062,1,B2542,REPUBLIC OF TURKEY,REPUBLIC TURKEY,,TURKEY,TUR,O84,,,651
9238,198606063,1,B2542,REPUBLIC OF TURKEY,REPUBLIC TURKEY,,TURKEY,TUR,O84,,,651
9239,198606064,1,B2542,REPUBLIC OF TURKEY,REPUBLIC TURKEY,,TURKEY,TUR,O84,,,651
9240,198606065,1,B2545,CITY OF LEICESTER,CITY LEICESTER,,UNITED KINGDOM,GBR,O84,,,2403
9241,198606066,1,B2545,CITY OF OXFORD,CITY OXFORD,,UNITED KINGDOM,GBR,O84,,,2380
9242,198606067,1,B2545,CITY OF OXFORD,CITY OXFORD,,UNITED KINGDOM,GBR,O84,,,2380
9243,198606068,1,B2092,EUROPEAN FERRIES GROUP,EUROPEAN FERRIES GROUP,,UNITED KINGDOM,GBR,H50,,,1321
9244,198606068,2,B2092,EUROPEAN FERRIES PLC,EUROPEAN FERRIES PLC,,UNITED KINGDOM,GBR,H50,,,1239
9245,198606068,3,B2092,TOWNSEND CAR FERRIES LTD,TOWNSEND CAR FERRIES LTD,,UNITED KINGDOM,GBR,,,,6644
9246,198606068,4,B2092,EF INTERNATIONAL INC,EF INTERNATIONAL INC,,UNITED KINGDOM,GBR,,,,5371
9247,198606068,5,B2161,FELIXSTONE DOCK & RAILWAY COMPANY,FELIXSTONE DOCK RAILWAY COMPANY,,UNITED KINGDOM,GBR,H49,,,8664
9248,198606069,1,B2236,FIRST NATIONAL SECURITIES LTD,FIRST NATIONAL SECURITIES LTD,,UNITED KINGDOM,GBR,K64,,,85
9249,198606070,1,B2337,GALLAHER LTD,GALLAHER LTD,,UNITED KINGDOM,GBR,C12,,,6336
9250,198606071,1,B2621,GUINNESS MAHON CIVIC DEVELOPMENTS LTD,GUINNESS MAHON CIVIC DEVELOPMENTS LTD,,UNITED KINGDOM,GBR,K64,,,6569
9251,198606071,2,B2545,SOUTH BUCKINGHAMSHIRE DISTRICT COUNCIL,SOUTH BUCKINGHAMSHIRE DISTRICT COUNCIL,,UNITED KINGDOM,GBR,O84,,,3025
9252,198606072,1,B3387,LADBROKE GROUP FINANCE BV,LADBROKE GROUP FINANCE BV,,UNITED KINGDOM,GBR,R92,,,1306
9253,198606073,1,B2545,LONDON BOROUGH OF NEWHAM,LONDON BOROUGH NEWHAM,,UNITED KINGDOM,GBR,O84,,,2473
9254,198606074,1,B2545,MONKLANDS DISTRICT COUNCIL,MONKLANDS DISTRICT COUNCIL,,UNITED KINGDOM,GBR,O84,,,2758
9255,198606075,1,B4215,P & O FINANCE BV,P O FINANCE BV,,UNITED KINGDOM,GBR,K64,,,6024
9256,198606076,1,B4441,POLLY PECK INTERNATIONAL PLC,POLLY PECK INTERNATIONAL PLC,,UNITED KINGDOM,GBR,C13,,,5388
9257,198606077,1,B4640,RECKITT & COLMAN FINANCE BV,RECKITT COLMAN FINANCE BV,,UNITED KINGDOM,GBR,C32,,,6038
9258,198606078,1,B5332,STOCKLEY PLC,STOCKLEY PLC,,UNITED KINGDOM,GBR,,,,1221
9259,198606079,1,B0201,ALLIED-SIGNAL CORP,ALLIEDSIGNAL CORP,,UNITED STATES,USA,C32,,,5195
9260,198606080,1,B0374,ASHLAND OIL COMPANY,ASHLAND OIL COMPANY,,UNITED STATES,USA,C19,,,8827
9261,198606081,1,B2284,FORD MONTOR CREDIT CORP,FORD MONTOR CREDIT CORP,,UNITED STATES,USA,K64,,,6159
9262,198606082,1,B2240,FIRST SECURITY CORP,FIRST SECURITY CORP,,UNITED STATES,USA,K64,,,5116
9263,198606083,1,B2572,GREAT WESTERN SAVINGS,GREAT WESTERN SAVINGS,,UNITED STATES,USA,K64,,,4826
9264,198606083,2,B2157,FEDERAL SAVINGS & LOAN ASSICIATION,FEDERAL SAVINGS LOAN ASSICIATION,,UNITED STATES,USA,K64,,,4823
9265,198606084,1,B2731,HF AHMANSON & CO,HF AHMANSON CO,,UNITED STATES,USA,K64,,,8120
9266,198606084,2,B2776,HOME SAVINGS OF AMERICA FA,HOME SAVINGS AMERICA FA,,UNITED STATES,USA,K64,,,3034
9267,198606085,1,B2822,HOUSEHOLD FINANCE CORP,HOUSEHOLD FINANCE CORP,,UNITED STATES,USA,K64,,,5976
9268,198606086,1,B3736,MILE FINANCE COMPANY,MILE FINANCE COMPANY,,UNITED STATES,USA,,,,8729
9269,198606086,2,B2969,INSILCO CORP,INSILCO CORP,,UNITED STATES,USA,C32,,,5174
9270,198606087,1,B4107,NYNEX CORPORATION,NYNEX CORPORATION,,UNITED STATES,USA,J61,,,5858
9271,198606088,1,B4225,PACIFIC LIGHTING CORP,PACIFIC LIGHTING CORP,,UNITED STATES,USA,D35,,,4957
9272,198606089,1,B4929,SECURIIES INVESTOR PROTECTION CORP,SECURIIES INVESTOR PROTECTION CORP,,UNITED STATES,USA,K64,,,5045
9273,198606090,1,B5479,TENNECO INC,TENNECO INC,,UNITED STATES,USA,C29,,,931
9274,198606091,1,B5963,WEYERHACUSER CORP,WEYERHACUSER CORP,,UNITED STATES,USA,L68,,,5192
9275,198606091,2,B5963,WEYERHACUSER MORTGAGE CO,WEYERHACUSER MORTGAGE CO,,UNITED STATES,USA,L68,,,7977
9276,198606092,1,B5884,VNESHTORGHANK,VNESHTORGHANK,,USSR,SUN,K64,,,4321
9277,198607001,1,B0732,BANQUE DE DEVELOPPEMENT LOCAL,BANQUE DE DEVELOPPEMENT LOCAL,,ALGERIA,DZA,K64,,,9658
9278,198607002,1,B0800,BELL GROUP LTD,BELL GROUP LTD,,AUSTRALIA,AUS,F43,,,1300
9279,198607003,1,B0801,BELL RESOURCES LTD,BELL RESOURCES LTD,,AUSTRALIA,AUS,F42,,,7690
9280,198607004,1,B1071,CANBERRA CAPITAL MARKETS LTD,CANBERRA CAPITAL MARKETS LTD,,AUSTRALIA,AUS,,,,6503
9281,198607005,1,B1253,CHASE-AMP BANK LTD,CHASEAMP BANK LTD,,AUSTRALIA,AUS,K64,,,313
9282,198607006,1,B2931,INDUSTRIAL EQUITY LTD,INDUSTRIAL EQUITY LTD,IEL,AUSTRALIA,AUS,,,,7952
9283,198607007,1,B3810,MORGAN GUARANTY AUSTRALIA LTD,MORGAN GUARANTY AUSTRALIA LTD,,AUSTRALIA,AUS,,,,7159
9284,198607008,1,B3825,MOUNT ISA MINES LTD,MOUNT ISA MINES LTD,MIM,AUSTRALIA,AUS,,,,6533
9285,198607009,1,B3905,NATIONAL MUTUAL GROUP FINANCE LTD,NATIONAL MUTUAL GROUP FINANCE LTD,,AUSTRALIA,AUS,K64,,,1314
9286,198607010,1,B4308,PEKO-WALLSEND LTD,PEKOWALLSEND LTD,,AUSTRALIA,AUS,,,,6333
9287,198607011,1,B5225,SOUTH YARRA PROJECT - STAGE 1,SOUTH YARRA PROJECT STAGE 1,,AUSTRALIA,AUS,,,,3027
9288,198607012,1,B2696,HAWLEY GROUP,HAWLEY GROUP,,BERMUDA,BMU,K64,,,1334
9289,198607013,1,B2696,HAWLEY INTERNATIONAL FINANCE LTD,HAWLEY INTERNATIONAL FINANCE LTD,,BERMUDA,BMU,K64,,,5540
9290,198607014,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
9291,198607015,1,B1555,CONTINENTAL BANK OF CANADA,CONTINENTAL BANK CANADA,,CANADA,CAN,K64,,,356
9292,198607016,1,B5915,WATER TREATMENT BOARD OF QUEBEC,WATER TREATMENT BOARD QUEBEC,,CANADA,CAN,,,,3096
9293,198607017,1,B0694,BANK OF CHINA,BANK CHINA,,CHINA,CHN,K64,,,543
9294,198607018,1,B2608,GUANGDONG ENTERPRISES LTD,GUANGDONG ENTERPRISES LTD,,CHINA,CHN,C13,,,6555
9295,198607019,1,B2610,GUANGDONG GENERAL POWER COMPANY,GUANGDONG GENERAL POWER COMPANY,,CHINA,CHN,D35,,,8463
9296,198607020,1,B1273,HUANENG INTERNATIONAL POWER DEVELOPMENT CORP,HUANENG INTERNATIONAL POWER DEVELOPMENT CORP,,CHINA,CHN,D35,,,8490
9297,198607021,1,B1273,HUANENG INTERNATIONAL POWER DEVELOPMENT CORP,HUANENG INTERNATIONAL POWER DEVELOPMENT CORP,,CHINA,CHN,D35,,,8490
9298,198607022,1,B1630,CREDIT COMMERCIAL DE FRANCE (LONDON),CREDIT COMMERCIAL DE FRANCE LONDON,,FRANCE,FRA,K64,,,6133
9299,198607023,1,B1632,CREDIT D'EQUIPMENT DES PETITES ET MOYENNES ENTERPRISES,CREDIT DEQUIPMENT DES PETITES ET MOYENNES ENTERPRISES,CEPME,FRANCE,FRA,K64,,,2973
9300,198607024,1,B5149,SOCIETE NATIONALE DES CHEMINS DE FER FRANCAIS,SOCIETE NATIONALE DES CHEMINS DE FER FRANCAIS,SNCF,FRANCE,FRA,H49,,,9420
9301,198607025,1,B0761,BASF CORPORATION,BASF CORPORATION,,GERMANY WEST,DEU,C20,,,5851
9302,198607026,1,B3403,LANDESBANK RHEINLAND-PFALZ GIROZENTRALE,LANDESBANK RHEINLANDPFALZ GIROZENTRALE,,GERMANY WEST,DEU,K64,,,3425
9303,198607027,1,B3810,MORGAN GUARANTY TRUST COMPANY OF NEW YORK (FRANKFURT),MORGAN GUARANTY TRUST COMPANY NEW YORK FRANKFURT,,GERMANY WEST,DEU,,,,8514
9304,198607028,1,B0700,BANK OF GHANA,BANK GHANA,,GHANA,GHA,K64,,,350
9305,198607029,1,B0701,BANK OF GREECE,BANK GREECE,,GREECE,GRC,K64,,,540
9306,198607030,1,B3605,MASS TRANSIT RAILWAY CORPORATION,MASS TRANSIT RAILWAY CORPORATION,MTRC,HONG KONG,HKG,H49,,,5644
9307,198607031,1,B3960,NEW TOWN INVESTMENT HOLDINGS LTD,NEW TOWN INVESTMENT HOLDINGS LTD,,HONG KONG,HKG,K64,,,7238
9308,198607032,1,B3870,NATIONAL BANK OF HUNGARY,NATIONAL BANK HUNGARY,,HUNGARY,HUN,K64,,,1
9309,198607033,1,B2479,REPUBLIC OF ICEALAND,REPUBLIC ICEALAND,,ICELAND,ISL,O84,,,606
9310,198607034,1,B5234,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,SPIC,INDIA,IND,C19,,,5269
9311,198607035,1,B4548,PT PUTERA DHARMA,PT PUTERA DHARMA,,INDONESIA,IDN,,,,2850
9312,198607036,1,B2622,GPA GROUP LTD OR A SUBSIDIARY,GPA GROUP LTD OR A SUBSIDIARY,,IRELAND,IRL,G47,,,1294
9313,198607037,1,B0429,AUGUSTA SPA,AUGUSTA SPA,,ITALY,ITA,,,,1532
9314,198607038,1,B0523,BANCA NAZIONALE DELL' AGRICOLTURA SPA,BANCA NAZIONALE DELL AGRICOLTURA SPA,BNA,ITALY,ITA,K64,,,1677
9315,198607039,1,B0782,BECA SPA,BECA SPA,,ITALY,ITA,J62,,,1512
9316,198607040,1,B1345,CIR INTERNATIONAL SA,CIR INTERNATIONAL SA,,ITALY,ITA,,,,5331
9317,198607041,1,B1541,CONSORZIO CO-OPERATIVO CONSERV ITALIA SCRL BOLOGNA,CONSORZIO COOPERATIVO CONSERV ITALIA SCRL BOLOGNA,,ITALY,ITA,M73,,,3978
9318,198607042,1,B2025,ENTE NAZIONALE IDROCARBURU,ENTE NAZIONALE IDROCARBURU,ENI,ITALY,ITA,D35,,,1680
9319,198607043,1,B2174,FERUZZI FINANZIARIA SPA,FERUZZI FINANZIARIA SPA,,ITALY,ITA,C10,,,1554
9320,198607044,1,B3093,ISTITUTO PER LA RICOSTRUZIONE INDUSTRIALE,ISTITUTO PER LA RICOSTRUZIONE INDUSTRIALE,IRI,ITALY,ITA,K64,,,1661
9321,198607045,1,B3096,ISTITUTO PER LO SVILUPPO ECONOMICO DELL'ITALIA MERIDIONALE,ISTITUTO PER LO SVILUPPO ECONOMICO DELLITALIA MERIDIONALE,ISVEIMER,ITALY,ITA,K64,,,1632
9322,198607046,1,B3096,ISTITUTO PER LO SVILUPPO ECONOMICO DELL'ITALIA MERIDIONALE,ISTITUTO PER LO SVILUPPO ECONOMICO DELLITALIA MERIDIONALE,ISVEIMER,ITALY,ITA,K64,,,1632
9323,198607047,1,B3652,MEDIOCREDITO LOMBARDO,MEDIOCREDITO LOMBARDO,,ITALY,ITA,K64,,,2658
9324,198607048,1,B0054,ACOM CO LTD,ACOM CO LTD,,JAPAN,JPN,K64,,,7938
9325,198607049,1,B3598,MARUBENI UK LTD (CAYMAN),MARUBENI UK LTD CAYMAN,,JAPAN,JPN,G46,,,7734
9326,198607049,2,B3598,MARUBENI INTERNATIONAL FINANCE (CAYMAN),MARUBENI INTERNATIONAL FINANCE CAYMAN,,JAPAN,JPN,K64,,,5529
9327,198607049,3,B3598,MARUBENI AMERICA CORP,MARUBENI AMERICA CORP,,JAPAN,JPN,G46,,,4936
9328,198607050,1,B3774,MITSUI TRUST & BANKING CO (LONDON),MITSUI TRUST BANKING CO LONDON,,JAPAN,JPN,K64,,,7196
9329,198607051,1,B3992,NIPPON STEEL INTERNATIONAL (NETHERLANDS) BV,NIPPON STEEL INTERNATIONAL NETHERLANDS BV,,JAPAN,JPN,C24,,,5422
9330,198607052,1,B5201,SONY OVERSEAS FINANCE BV,SONY OVERSEAS FINANCE BV,,JAPAN,JPN,K64,,,6048
9331,198607053,1,B5418,TAKEFUJI CORP,TAKEFUJI CORP,,JAPAN,JPN,K64,,,5112
9332,198607054,1,B2489,MINISTRY OF SUPPLY OF THE HASHEMITE KINGDOM OF JORDAN,MINISTRY SUPPLY HASHEMITE KINGDOM JORDAN,,JORDAN,JOR,O84,,,669
9333,198607055,1,B1387,COFFEE BOARD OF KENYA,COFFEE BOARD KENYA,,KENYA,KEN,O84,,,3085
9334,198607056,1,B1682,DAEWOO CORP,DAEWOO CORP,,KOREA,KOR,C29,,,5280
9335,198607057,1,B2864,HYUNDAI HEAVY INDUSTRIES,HYUNDAI HEAVY INDUSTRIES,,KOREA,KOR,C32,,,6729
9336,198607058,1,B3290,KOREA EXCHANGE BANK,KOREA EXCHANGE BANK,KEB,KOREA,KOR,K64,,,189
9337,198607059,1,B3920,NATIOALE-NEDERLANDEN US HOLDINGS INC,NATIOALENEDERLANDEN US HOLDINGS INC,,NETHERLANDS,NLD,,,,6868
9338,198607060,1,B3968,NZ FOREST PRODUCTS,NZ FOREST PRODUCTS,,NEW ZEALAND,NZL,C17,,,3338
9339,198607061,1,B2520,REPUBLIC OF NICARAGUE,REPUBLIC NICARAGUE,,NICARAGUA,NIC,O84,,,603
9340,198607062,1,B2504,CITY OF BERGEN,CITY BERGEN,,NORWAY,NOR,O84,,,2404
9341,198607063,1,B1349,CITIBANK A/S,CITIBANK AS,,NORWAY,NOR,,,,2126
9342,198607064,1,B0013,A/S CUSTOS FINANS,AS CUSTOS FINANS,,NORWAY,NOR,,,,2080
9343,198607065,1,B5316,DEN NORSKE STATA OLJESELSKAP A/S (STATOIL),DEN NORSKE STATA OLJESELSKAP AS STATOIL,,NORWAY,NOR,D35,,,2071
9344,198607066,1,B2360,GECO AS,GECO AS,,NORWAY,NOR,C19,,,2113
9345,198607067,1,B4022,A/S NORDLANDSBANKEN,AS NORDLANDSBANKEN,,NORWAY,NOR,K64,,,2106
9346,198607068,1,B4798,SAGA PETROLEUM AS,SAGA PETROLEUM AS,,NORWAY,NOR,C19,,,7496
9347,198607069,1,B5252,SPAREBANKEN MIDT-NORGE,SPAREBANKEN MIDTNORGE,,NORWAY,NOR,K64,,,3323
9348,198607070,1,B5254,SPAREBANKEN NORD,SPAREBANKEN NORD,,NORWAY,NOR,K64,,,3332
9349,198607071,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,,,2608
9350,198607072,1,B1503,COMPANHIA NACIONAL DE PETROQUIMICA,COMPANHIA NACIONAL DE PETROQUIMICA,CNP,PORTUGAL,PRT,C20,,,10534
9351,198607073,1,B1503,COMPANHIA NACIONAL DE PETROQUIMICA,COMPANHIA NACIONAL DE PETROQUIMICA,CNP,PORTUGAL,PRT,C20,,,10534
9352,198607074,1,B1602,CORREIOS E TELECOMMUNICACOES DE PORTUGALL,CORREIOS E TELECOMMUNICACOES DE PORTUGALL,CTT,PORTUGAL,PRT,H53,,,9820
9353,198607075,1,B1210,CEREBOS PACIFIC LTD,CEREBOS PACIFIC LTD,,SINGAPORE,SGP,C10,,,6549
9354,198607076,1,B2097,EUROPISTAS CONCESIONARIA ESPANOLA SA,EUROPISTAS CONCESIONARIA ESPANOLA SA,,SPAIN,ESP,F41,,,8949
9355,198607077,1,B2168,FERROCARRILS DE LA GENERALITAT DE CATALUNYA,FERROCARRILS DE LA GENERALITAT DE CATALUNYA,,SPAIN,ESP,H49,,,9910
9356,198607078,1,B2740,HIDROELECTRICA IBERICA IBERDUERO SA,HIDROELECTRICA IBERICA IBERDUERO SA,,SPAIN,ESP,D35,,,9030
9357,198607079,1,B2740,HIDROELECTRICA IBERICA IBERDUERO SA,HIDROELECTRICA IBERICA IBERDUERO SA,,SPAIN,ESP,D35,,,9030
9358,198607080,1,B2977,INSTITUTO DE CREDITO OFICIAL,INSTITUTO DE CREDITO OFICIAL,ICO,SPAIN,ESP,K64,,,10490
9359,198607081,1,B1930,ELECTROLUX AB,ELECTROLUX AB,,SWEDEN,SWE,C27,,,2268
9360,198607082,1,B3776,MO OCH DOMSJO AB,MO OCH DOMSJO AB,MODO,SWEDEN,SWE,C17,,,2225
9361,198607083,1,B5048,SKANSKA BANKEN,SKANSKA BANKEN,,SWEDEN,SWE,K64,,,4655
9362,198607084,1,B2535,KINGDOM OF THAILAND,KINGDOM THAILAND,,THAILAND,THA,O84,,,657
9363,198607085,1,B5496,THAI FARMERS BANK,THAI FARMERS BANK,,THAILAND,THA,K64,,,331
9364,198607086,1,B2541,REPUBLIC OF TUNISIA,REPUBLIC TUNISIA,,TUNISIA,TUN,O84,,,587
9365,198607087,1,B1181,CENTRAL BANK OF TURKEY,CENTRAL BANK TURKEY,,TURKEY,TUR,K64,,,258
9366,198607088,1,B5663,TURKIYE IS BANKASI,TURKIYE IS BANKASI,,TURKEY,TUR,K64,,,2629
9367,198607089,1,B5692,ULUSARARASI ENDUSTRI VE TICARET BANKASI AS,ULUSARARASI ENDUSTRI VE TICARET BANKASI AS,,TURKEY,TUR,,,,2153
9368,198607089,2,B3017,INTERNATIONAL BANK FOR INDUSTRY AND COMMERCE,INTERNATIONAL BANK INDUSTRY COMMERCE,INTERBANK,TURKEY,TUR,,,,263
9369,198607090,1,B0405,ASSOCIATED NEWSPAPERS HOLDINGS PLC,ASSOCIATED NEWSPAPERS HOLDINGS PLC,ANH,UNITED KINGDOM,GBR,J58,,,6846
9370,198607091,1,B0943,AUSTIN ROVER GROUP LTD,AUSTIN ROVER GROUP LTD,,UNITED KINGDOM,GBR,G47,,,1288
9371,198607092,1,B2545,BASILDON DISTRICT COUNCIL,BASILDON DISTRICT COUNCIL,,UNITED KINGDOM,GBR,O84,,,2756
9372,198607093,1,B2545,CITY OF LIVERPOOL,CITY LIVERPOOL,,UNITED KINGDOM,GBR,O84,,,2400
9373,198607094,1,B1406,COMBINED LEASE FINANCE PLC,COMBINED LEASE FINANCE PLC,,UNITED KINGDOM,GBR,K64,,,6009
9374,198607095,1,B3011,INTERLEASING (UK) LTD,INTERLEASING UK LTD,,UNITED KINGDOM,GBR,K64,,,7748
9375,198607096,1,B3128,JAGUAR PLC,JAGUAR PLC,,UNITED KINGDOM,GBR,C32,,,1231
9376,198607097,1,B2545,LONDON BOROUGH OF HACKNEY,LONDON BOROUGH HACKNEY,,UNITED KINGDOM,GBR,O84,,,2463
9377,198607098,1,B2545,LOTHIAN REGIONAL COUNCIL,LOTHIAN REGIONAL COUNCIL,,UNITED KINGDOM,GBR,O84,,,2761
9378,198607099,1,B4015,NORCROS PLC,NORCROS PLC,,UNITED KINGDOM,GBR,,,,1198
9379,198607100,1,B4376,PHH INTERNATIONAL LTD,PHH INTERNATIONAL LTD,,UNITED KINGDOM,GBR,K64,,,5579
9380,198607101,1,B4404,PILKINGTON HOLDINGS INC,PILKINGTON HOLDINGS INC,,UNITED KINGDOM,GBR,C32,,,6878
9381,198607102,1,B4757,RTZ FINANCE OVERSEAS LTD,RTZ FINANCE OVERSEAS LTD,,UNITED KINGDOM,GBR,K64,,,5894
9382,198607103,1,B4651,REDLAND CREDIT CORP,REDLAND CREDIT CORP,,UNITED KINGDOM,GBR,K64,,,6152
9383,198607104,1,B5706,UNILVER CAPITAL CORP,UNILVER CAPITAL CORP,,UNITED KINGDOM,GBR,K64,,,4878
9384,198607105,1,B5749,UNITED DOMINION TRUST LTD,UNITED DOMINION TRUST LTD,,UNITED KINGDOM,GBR,O84,,,6421
9385,198607106,1,B5982,WILLIS FABER PLC,WILLIS FABER PLC,,UNITED KINGDOM,GBR,K64,,,1119
9386,198607107,1,B0275,AMSTED INDUSTRIES INC,AMSTED INDUSTRIES INC,,UNITED STATES,USA,G45,,,696
9387,198607108,1,B0897,BOWATER INC,BOWATER INC,,UNITED STATES,USA,C17,,,1010
9388,198607109,1,B0986,BURLINGTON NORTHERN INC,BURLINGTON NORTHERN INC,,UNITED STATES,USA,F43,,,910
9389,198607110,1,B2020,ENRON CORPORATION,ENRON CORPORATION,,UNITED STATES,USA,D35,,,5872
9390,198607111,1,B3124,JACK RESNICK & SONS INC,JACK RESNICK SONS INC,,UNITED STATES,USA,F41,,,827
9391,198607112,1,B3582,MARINE MIDLAND NATIONAL FINANCE CORP,MARINE MIDLAND NATIONAL FINANCE CORP,,UNITED STATES,USA,K64,,,63
9392,198607113,1,B3682,MERRILL LYNCH & CO,MERRILL LYNCH CO,,UNITED STATES,USA,K64,,,8136
9393,198607114,1,B4104,NWA INC,NWA INC,,UNITED STATES,USA,H51,,,991
9394,198607115,1,B5525,SINGER COMPANY,SINGER COMPANY,,UNITED STATES,USA,C28,,,8556
9395,198607116,1,B5237,SOUTHLAND CORP,SOUTHLAND CORP,,UNITED STATES,USA,G47,,,5133
9396,198607117,1,B5272,SPIEGAL FUNDING CORP,SPIEGAL FUNDING CORP,,UNITED STATES,USA,,,,4997
9397,198607117,2,B5272,SPIEGAL ACCEPTANCE CORP,SPIEGAL ACCEPTANCE CORP,,UNITED STATES,USA,G47,,,5078
9398,198607118,1,B5494,TEXTRON INC,TEXTRON INC,,UNITED STATES,USA,C32,,,977
9399,198607119,1,B5603,TRANSAMERICA FINANCIAL CORP,TRANSAMERICA FINANCIAL CORP,,UNITED STATES,USA,K64,,,4837
9400,198607120,1,B5803,UT FINANCIAL SERVICES CORP,UT FINANCIAL SERVICES CORP,,UNITED STATES,USA,K64,,,4848
9401,198607121,1,B5740,UNITED ARTISTS CORP,UNITED ARTISTS CORP,,UNITED STATES,USA,J59,,,5264
9402,198607122,1,B5775,UNITED TECHNOLOGIES CORP,UNITED TECHNOLOGIES CORP,,UNITED STATES,USA,,,,5265
9403,198607123,1,B5873,VIRGINIA ELECTRIC & POWER COMPANY,VIRGINIA ELECTRIC POWER COMPANY,,UNITED STATES,USA,,,,8452
9404,198607124,1,B0679,VNESHTORGBANK,VNESHTORGBANK,,USSR,SUN,K64,,,2360
9405,198607125,1,B0679,VNESHTORGBANK,VNESHTORGBANK,,USSR,SUN,K64,,,2360
9406,198607126,1,B3180,JUGOBANKA,JUGOBANKA,,YUGOSLAVIA,YUG,K64,,,2935
9407,198607127,1,B0113,AGRICULTURAL MARKET AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKET AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,,,2565
9408,198607128,1,B1652,CREST BREEDERS INTERNATIONAL PVT LTD,CREST BREEDERS INTERNATIONAL PVT LTD,,ZIMBABWE,ZWE,,,,5563
9409,198607129,1,B3096,ISTITUTO PER LO SVILUPPO ECONOMICO DELL'ITALIA MERIDIONALE,ISTITUTO PER LO SVILUPPO ECONOMICO DELLITALIA MERIDIONALE,ISVEIMER,ITALY,ITA,K64,,,1632
9410,198607130,1,B3991,NIPPON CREDIT BANK (LONDON),NIPPON CREDIT BANK LONDON,,JAPAN,JPN,K64,,,230
9411,198608001,1,B0035,ABU DHABI GAS LIQUIFICATION COMPANY LTD,ABU DHABI GAS LIQUIFICATION COMPANY LTD,ADGAS,ABU DHABI,ARE,C19,,,7397
9412,198608002,1,B0734,BANQUE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL,BANQUE DE LAGRICULTURE ET DU DEVELOPPEMENT RURAL,BADR,ALGERIA,DZA,K64,,,9655
